hostName,parRichCloseOnly,parRichTransKnown,groupSizePriUng,logNumHostCitations,combIUCN,logHostSpeciesRange,logHostMass,logGroupSizePriUng,logGroupSizePriUng_c,logNumHostCitations_c,logHostSpeciesRange_c,logHostMass_c
Addax_nasomaculatus,0,1,36.96,0,threatened,7.063654999773668,4.248499527754461,3.6098362467734835,1.0885644555810137,-1.884151204195828,-0.8005241538421162,-0.16658434912260578
Aepyceros_melampus,7,63,15.25,3.4965075614664802,not_threatened,8.275597695223528,3.9608150743576687,2.7245795030534206,0.20330771186095076,1.6123563572706523,0.4114185416077438,-0.4542688025193984
Alcelaphus_buselaphus,2,13,20,1.9459101490553132,not_threatened,8.627014841400433,5.141672328394011,2.995732273553991,0.47446048236152105,0.0617589448594853,0.7628356877846487,0.7265884515169443
Alces_alces,2,41,1,3.8066624897703196,not_threatened,10.013022443353938,5.87773017952305,0,-2.52127179119247,1.9225112855744917,2.1488432897381538,1.4626463026459833
Antidorcas_marsupialis,5,34,3000,2.1972245773362196,not_threatened,6.972423479211011,3.449987545831587,8.006367567650246,5.485095776457776,0.31307337314039163,-0.8917556744047728,-0.9650963310454799
Antilocapra_americana,4,13,506,2.302585092994046,not_threatened,7.605763624908789,3.830441948435151,6.226536669287466,3.705264878094996,0.41843388879821797,-0.2584155287069949,-0.5846419284419162
Antilope_cervicapra,5,9,28.75,1.3862943611198906,not_threatened,7.129815844078414,3.624340932976365,3.3586377672433594,0.8373659760508896,-0.49785684307593736,-0.7343633095373701,-0.7907429439007019
Bison_bison,7,31,515,2.995732273553991,not_threatened,2.340651293800502,6.361743313033251,6.244166900663736,3.7228951094712666,1.111581069358163,-5.523527859815282,1.9466594361561835
Blastocerus_dichotomus,0,8,3,1.3862943611198906,threatened,7.603169388116789,4.462063957717536,1.0986122886681098,-1.42265950252436,-0.49785684307593736,-0.26100976549899535,0.04698008084046901
Cephalophus_dorsalis,0,4,1,0,not_threatened,7.963635068722568,2.995732273553991,0,-2.52127179119247,-1.884151204195828,0.09945591510678398,-1.4193516033230762
Cephalophus_natalensis,0,28,2,1.6094379124341003,not_threatened,7.097342874068093,2.4849066497880004,0.6931471805599453,-1.8281246106325244,-0.27471329176172765,-0.7668362795476913,-1.9301772270890667
Ceratotherium_simum,4,22,3.75,1.791759469228055,not_threatened,8.066040207063427,7.989555805255285,1.3217558399823195,-1.1995159512101503,-0.09239173496777298,0.20186105344764282,3.574471928378218
Cervus_elaphus,14,106,17.5,4.795790545596741,not_threatened,9.558722263417021,4.877103901471733,2.8622008809294686,0.34092908973699876,2.9116393414009134,1.694543109801237,0.46202002459466573
Cervus_nippon,4,21,7.5,3.1354942159291497,not_threatened,7.906419415728382,3.970291913552122,2.0149030205422647,-0.5063687706502051,1.2513430117333217,0.042240262112597904,-0.4447919633249451
Connochaetes_gnou,0,10,26.75,1.6094379124341003,not_threatened,4.884323491685497,5.192951295319222,3.2865344733420154,0.7652626821495456,-0.27471329176172765,-2.979855661930287,0.7778674184421552
Connochaetes_taurinus,8,40,20,2.6390573296152584,not_threatened,8.07125415320637,5.192951295319222,2.995732273553991,0.47446048236152105,0.7549061254194305,0.20707499959058584,0.7778674184421552
Dama_dama,12,60,10.5,3.7376696182833684,not_threatened,8.033255816845958,4.029806041084529,2.3513752571634776,-0.16989653402899219,1.8535184140875405,0.16907666323017434,-0.3852778357925377
Damaliscus_lunatus,4,26,3.6,2.0794415416798357,not_threatened,8.421792247492975,4.912657091615972,1.2809338454620642,-1.2403379457304056,0.19529033748400781,0.5576130938771913,0.4975732147389049
Diceros_bicornis,4,33,1,2.3978952727983707,threatened,9.345874432921157,7.0737025898586285,0,-2.52127179119247,0.5137440686025427,1.4816952793053728,2.6586187129815615
Equus_zebra,4,32,8.5,2.6390573296152584,threatened,4.968812799242417,5.659477686132638,2.1400661634962708,-0.38120562769619903,0.7549061254194305,-2.895366354373367,1.2443938092555706
Giraffa_camelopardalis,4,23,100,2.5649493574615367,threatened,7.934367679617285,6.802388985529841,4.605170185988092,2.083898394795622,0.6807981532657088,0.07018852600150094,2.3873051086527743
Hippopotamus_amphibius,0,3,585,1.6094379124341003,threatened,7.522610593250863,7.256642980903301,6.371611847231857,3.850340056039387,-0.27471329176172765,-0.3415685603649212,2.841559104026234
Hippotragus_equinus,1,2,12,1.0986122886681098,not_threatened,8.989550673176229,5.598413440443574,2.4849066497880004,-0.03636514140446945,-0.7855389155277182,1.1253715195604448,1.1833295635665069
Hippotragus_niger,3,11,15,1.9459101490553132,not_threatened,8.055045662048032,5.4271471614631945,2.70805020110221,0.18677840990974026,0.0617589448594853,0.19086650843224806,1.0120632845861275
Kobus_ellipsiprymnus,4,20,12,2.1972245773362196,not_threatened,9.217030344126496,5.347108959287877,2.4849066497880004,-0.03636514140446945,0.31307337314039163,1.3528511905107115,0.9320250824108101
Kobus_kob,0,4,112.5,0.6931471805599453,not_threatened,8.0645726372586,4.3630998986729015,4.722953221644475,2.201681430452005,-1.1910040236358825,0.20039348364281562,-0.05198397820416556
Kobus_leche,0,3,20,1.3862943611198906,not_threatened,5.437000466312162,4.707266379539107,2.995732273553991,0.47446048236152105,-0.49785684307593736,-2.4271786873036225,0.2921825026620404
Madoqua_saltiana,0,3,1.5,0,not_threatened,7.106377423049504,1.1786549963416462,0.4054651081081644,-2.1158066830843056,-1.884151204195828,-0.7578017305662801,-3.2364288805354207
Odocoileus_virginianus,6,80,2.25,4.700480365792417,not_threatened,9.578172977057411,4.0165379637030645,0.8109302162163288,-1.710341574976141,2.8163291615965886,1.7139938234416272,-0.39854591317400256
Oreamnos_americanus,1,1,3,0,not_threatened,7.03687646090811,4.283590699783103,1.0986122886681098,-1.42265950252436,-1.884151204195828,-0.8273026927076739,-0.13149317709396424
Oryx_gazella,2,37,30,2.3978952727983707,not_threatened,8.450906796971038,5.12990640720118,3.4011973816621555,0.8799255904696857,0.5137440686025427,0.5867276433552542,0.7148225303241134
Ourebia_ourebi,0,8,2,1.0986122886681098,not_threatened,9.01894460881989,2.847812143477369,0.6931471805599453,-1.8281246106325244,-0.7855389155277182,1.1547654552041058,-1.5672717333996982
Ovibos_moschatus,1,12,12.5,2.1972245773362196,not_threatened,7.387465397472904,5.830418356127668,2.5257286443082556,0.004456853115785808,0.31307337314039163,-0.47671375614288003,1.4153344792506006
Ovis_canadensis,16,49,5.5,3.332204510175204,not_threatened,7.807042263040106,4.312742202830197,1.7047480922384253,-0.8165236989540445,1.4480533059793759,-0.057136890575677945,-0.10234167404686989
Ovis_dalli,0,4,9.5,1.9459101490553132,not_threatened,6.92189188465169,4.019092859334591,2.2512917986064953,-0.2699799925859745,0.0617589448594853,-0.942287268964094,-0.39599101754247634
Ozotoceros_bezoarticus,0,4,3.5,1.6094379124341003,not_threatened,8.202391757532903,3.6888794541139363,1.252762968495368,-1.2685088226971017,-0.27471329176172765,0.3382126039171185,-0.7262044227631308
Pecari_tajacu,1,3,15.85,0.6931471805599453,not_threatened,9.665956051812987,3.0571424690795252,2.7631695003232895,0.24189770913081965,-1.1910040236358825,1.801776898197203,-1.3579414077975418
Pelea_capreolus,2,24,10.25,2.0794415416798357,not_threatened,6.764135454540376,2.995732273553991,2.327277705584417,-0.19399408560805265,0.19529033748400781,-1.1000436990754086,-1.4193516033230762
Phacochoerus_aethiopicus,2,41,2,2.4849066497880004,not_threatened,6.7475067114375795,4.262684102384502,0.6931471805599453,-1.8281246106325244,0.6007554455921724,-1.1166724421782046,-0.15239977449256514
Potamochoerus_porcus,2,11,19.53,1.0986122886681098,not_threatened,8.523814621285025,4.248499527754461,2.9719517448885875,0.4506799536961177,-0.7855389155277182,0.6596354676692409,-0.16658434912260578
Pseudois_nayaur,0,1,25,0,not_threatened,8.039750762780162,3.8066624897703196,3.2188758248682006,0.6976040336757308,-1.884151204195828,0.1755716091643782,-0.6084213871067474
Pudu_puda,1,1,1,0.6931471805599453,not_threatened,5.407337676979548,2.2772570285469023,0,-2.52127179119247,-1.1910040236358825,-2.456841476636236,-2.137826848330165
Rangifer_tarandus,4,25,100000,3.258096538021482,threatened,9.818825994376663,4.454742566960957,11.512925464970229,8.991653673777758,1.3739453338256542,1.954646840760879,0.03965869008388978
Raphicerus_campestris,0,16,2,1.6094379124341003,not_threatened,8.503109682739414,2.3513752571634776,0.6931471805599453,-1.8281246106325244,-0.27471329176172765,0.6389305291236296,-2.0637086197135894
Raphicerus_melanotis,0,8,1.5,0,not_threatened,5.496286689313526,2.3272679494392654,0.4054651081081644,-2.1158066830843056,-1.884151204195828,-2.3678924643022583,-2.0878159274378016
Redunca_arundinum,3,28,1.75,1.791759469228055,not_threatened,8.546751799483006,4.0604481829468355,0.5596157879354227,-1.9616560032570471,-0.09239173496777298,0.6825726458672223,-0.35463569393023153
Redunca_fulvorufula,0,16,4.75,2.0794415416798357,not_threatened,7.034181741259202,3.3843868735095204,1.55814461804655,-0.9631271731459199,0.19529033748400781,-0.8299974123565823,-1.0306970033675467
Rupicapra_rupicapra,8,57,1,3.4011973816621555,not_threatened,6.610368938734524,3.261935314328648,0,-2.52127179119247,1.5170461774663275,-1.25381021488126,-1.1531485625484192
Saiga_tatarica,0,11,272.75,0,threatened,8.023711619569756,3.367295829986474,5.60855562471318,3.08728383352071,-1.884151204195828,0.15953246595397186,-1.047788046890593
Sus_scrofa,2,76,13,4.174387269895637,not_threatened,10.163992165846858,4.615636225424884,2.5649493574615367,0.043677566269066936,2.290236065699809,2.2998130122310743,0.20055234854781734
Sylvicapra_grimmia,3,37,1,2.302585092994046,not_threatened,9.55541167329474,2.970404209106847,0,-2.52127179119247,0.41843388879821797,1.6912325196789562,-1.4446796677702198
Syncerus_caffer,8,37,1506,3.5263605246161616,not_threatened,9.367928138248633,6.363032758702044,7.317212408359839,4.7959406171673695,1.6422093204203336,1.503748984632849,1.9479488818249768
Tapirus_terrestris,0,1,1,0,threatened,9.522508133172048,5.3351356770107445,0,-2.52127179119247,-1.884151204195828,1.6583289795562637,0.9200518001336775
Tayassu_pecari,0,6,103,0.6931471805599453,threatened,9.535249801975082,3.473012489114237,4.634728988229636,2.113457197037166,-1.1910040236358825,1.671070648359298,-0.9420713877628302
Tragelaphus_angasii,3,29,15.5,2.302585092994046,not_threatened,5.613401791560603,4.461304434495366,2.740840023925201,0.21956823273273107,0.41843388879821797,-2.2507773620551808,0.04622055761829902
Tragelaphus_eurycerus,0,2,13.5,0,not_threatened,7.849492680537557,5.796067173213381,2.6026896854443837,0.08141789425191392,-1.884151204195828,-0.014686473078227458,1.3809832963363142
Tragelaphus_imberbis,0,2,3,0,not_threatened,7.553548238912079,4.401528971789439,1.0986122886681098,-1.42265950252436,-1.884151204195828,-0.3106309147037054,-0.013554905087628022
Tragelaphus_scriptus,4,27,1,2.302585092994046,not_threatened,9.485511963685974,3.767006481890034,0,-2.52127179119247,0.41843388879821797,1.6213328100701903,-0.6480773949870331
Tragelaphus_spekii,0,3,6,0.6931471805599453,not_threatened,8.56713868793216,4.3566985702267385,1.791759469228055,-0.7295123219644148,-1.1910040236358825,0.702959534316375,-0.058385306650328594
Tragelaphus_strepsiceros,3,48,12,3.1354942159291497,not_threatened,8.77599419191541,5.363641516498459,2.4849066497880004,-0.03636514140446945,1.2513430117333217,0.9118150382996264,0.9485576396213924
